order_id,order_date,customer_id,product_id,store_id,quantity,unit_price
O104617,28-10-2023,C0170,P003,S004,1,250
O104618,27-07-2023,C0271,P001,S002,5,1200
O104619,30-11-2023,C0411,P008,S001,6,60
O104620,15-02-2023,C0141,P001,S005,1,1200
O104621,05-05-2023,C0077,P005,S003,3,150
O104622,04-02-2023,C0494,P003,S003,1,250
O104623,27-11-2023,C0282,P004,S005,4,400
O104624,28-12-2023,C0443,P007,S004,4,30
O104625,22-11-2023,C0370,P008,S002,3,60
O104626,11-12-2023,C0036,P004,S003,3,400
O104627,15-06-2023,C0291,P003,S004,1,250
O104628,15-07-2023,C0153,P006,S004,1,120
O104629,19-11-2023,C0046,P002,S002,7,800
O104630,25-10-2023,C0436,P005,S003,4,150
O104631,15-04-2023,C0099,P004,S004,2,400
O104632,30-09-2023,C0249,P003,S004,1,250
O104633,04-04-2023,C0211,P008,S003,4,60
O104634,25-05-2023,C0332,P001,S004,4,1200
O104635,11-12-2023,C0008,P004,S003,2,400
O104636,09-08-2023,C0414,P002,S004,2,800
O104637,24-11-2023,C0043,P001,S004,6,1200
O104638,19-12-2023,C0345,P005,S003,7,150
O104639,30-10-2023,C0293,P001,S005,2,1200
O104640,05-03-2023,C0439,P005,S001,5,150
O104641,14-06-2023,C0236,P008,S002,4,60
O104642,13-12-2023,C0090,P003,S005,1,250
O104643,13-06-2023,C0376,P005,S004,1,150
O104644,07-01-2023,C0328,P007,S001,4,30
O104645,12-12-2023,C0268,P005,S005,3,150
O104646,14-02-2023,C0490,P003,S002,1,250
O104647,19-01-2023,C0041,P004,S002,1,400
O104648,10-12-2023,C0465,P007,S005,4,30
O104649,17-03-2023,C0298,P001,S004,5,1200
O104650,29-09-2023,C0010,P004,S002,1,400
O104651,09-02-2023,C0160,P008,S002,1,60
O104652,01-08-2023,C0320,P003,S001,2,250
O104653,17-06-2023,C0149,P003,S002,1,250
O104654,26-12-2023,C0293,P007,S004,4,30
O104655,17-05-2023,C0319,P007,S002,4,30
O104656,11-02-2023,C0212,P002,S003,1,800
O104657,22-01-2023,C0178,P004,S005,2,400
O104658,25-12-2023,C0227,P005,S003,5,150
O104659,15-04-2023,C0038,P007,S002,1,30
O104660,18-02-2023,C0496,P002,S005,1,800
O104661,09-06-2023,C0336,P002,S003,4,800
O104662,18-01-2023,C0382,P006,S005,4,120
O104663,22-11-2023,C0422,P006,S005,8,120
O104664,09-08-2023,C0087,P002,S004,3,800
O104665,17-06-2023,C0380,P002,S003,5,800
O104666,25-03-2023,C0077,P004,S001,4,400
O104667,06-09-2023,C0346,P001,S005,4,1200
O104668,22-09-2023,C0429,P003,S004,1,250
O104669,09-12-2023,C0350,P007,S003,3,30
O104670,17-03-2023,C0237,P001,S003,5,1200
O104671,30-09-2023,C0369,P002,S002,3,800
O104672,24-04-2023,C0244,P003,S001,1,250
O104673,07-03-2023,C0452,P003,S002,3,250
O104674,10-08-2023,C0359,P002,S002,1,800
O104675,23-03-2023,C0074,P002,S001,1,800
O104676,02-12-2023,C0048,P004,S003,4,400
O104677,09-01-2023,C0298,P002,S003,3,800
O104678,23-02-2023,C0050,P003,S001,1,250
O104679,13-07-2023,C0095,P004,S004,1,400
O104680,06-04-2023,C0481,P003,S003,1,250
O104681,14-06-2023,C0048,P004,S001,4,400
O104682,29-07-2023,C0440,P007,S001,5,30
O104683,17-11-2023,C0381,P003,S003,5,250
O104684,03-08-2023,C0152,P008,S002,5,60
O104685,12-09-2023,C0049,P007,S001,1,30
O104686,15-08-2023,C0037,P003,S004,1,250
O104687,16-05-2023,C0115,P006,S003,5,120
O104688,08-06-2023,C0446,P007,S002,2,30
O104689,26-05-2023,C0369,P006,S003,3,120
O104690,03-07-2023,C0324,P004,S002,1,400
O104691,13-04-2023,C0158,P007,S004,1,30
O104692,09-01-2023,C0351,P007,S005,5,30
O104693,04-07-2023,C0418,P004,S004,4,400
O104694,13-11-2023,C0115,P001,S003,7,1200
O104695,26-09-2023,C0040,P007,S001,5,30
O104696,25-05-2023,C0298,P005,S005,2,150
O104697,03-07-2023,C0027,P008,S005,3,60
O104698,22-07-2023,C0053,P007,S001,2,30
O104699,12-09-2023,C0169,P005,S002,2,150
O104700,28-12-2023,C0136,P002,S005,5,800
O104701,28-12-2023,C0025,P006,S005,6,120
O104702,26-12-2023,C0082,P003,S004,1,250
O104703,31-01-2023,C0477,P005,S004,3,150
O104704,12-11-2023,C0060,P003,S003,5,250
O104705,09-07-2023,C0106,P003,S003,1,250
O104706,04-03-2023,C0106,P006,S002,5,120
O104707,25-02-2023,C0065,P004,S001,1,400
O104708,06-02-2023,C0001,P007,S003,4,30
O104709,12-07-2023,C0210,P008,S003,1,60
O104710,06-08-2023,C0050,P008,S004,2,60
O104711,03-06-2023,C0250,P001,S005,4,1200
O104712,03-10-2023,C0328,P003,S002,1,250
O104713,17-07-2023,C0259,P005,S003,3,150
O104714,24-02-2023,C0389,P007,S002,3,30
O104715,26-08-2023,C0027,P001,S003,2,1200
O104716,04-10-2023,C0145,P006,S005,5,120
O104717,15-02-2023,C0063,P002,S003,4,800
O104718,05-07-2023,C0188,P005,S002,1,150
O104719,26-11-2023,C0263,P005,S003,8,150
O104720,20-12-2023,C0286,P003,S002,4,250
O104721,02-04-2023,C0320,P003,S005,4,250
O104722,01-11-2023,C0258,P008,S003,7,60
O104723,15-10-2023,C0242,P004,S002,1,400
O104724,07-08-2023,C0068,P006,S004,5,120
O104725,31-12-2023,C0470,P008,S005,5,60
O104726,09-02-2023,C0024,P004,S002,3,400
O104727,05-12-2023,C0230,P008,S003,4,60
O104728,26-07-2023,C0404,P002,S003,3,800
O104729,02-11-2023,C0350,P003,S001,3,250
O104730,12-08-2023,C0399,P003,S005,1,250
O104731,08-09-2023,C0053,P002,S003,1,800
O104732,25-01-2023,C0130,P008,S003,2,60
O104733,10-05-2023,C0106,P008,S005,1,60
O104734,11-04-2023,C0203,P002,S003,4,800
O104735,09-12-2023,C0320,P004,S003,6,400
O104736,29-01-2023,C0168,P005,S003,5,150
O104737,03-08-2023,C0266,P005,S002,3,150
O104738,03-01-2023,C0204,P001,S005,1,1200
O104739,25-11-2023,C0192,P008,S001,4,60
O104740,18-07-2023,C0065,P005,S005,5,150
O104741,09-01-2023,C0266,P004,S002,3,400
O104742,17-07-2023,C0451,P007,S005,2,30
O104743,04-04-2023,C0007,P008,S001,5,60
O104744,06-01-2023,C0168,P001,S001,5,1200
O104745,20-08-2023,C0325,P008,S003,4,60
O104746,30-12-2023,C0112,P001,S005,5,1200
O104747,26-07-2023,C0246,P003,S005,4,250
O104748,27-12-2023,C0386,P003,S002,3,250
O104749,22-10-2023,C0122,P002,S003,4,800
O104750,03-12-2023,C0267,P001,S002,5,1200
O104751,27-07-2023,C0299,P003,S002,2,250
O104752,03-04-2023,C0007,P003,S002,3,250
O104753,25-01-2023,C0070,P001,S001,1,1200
O104754,03-05-2023,C0270,P004,S003,4,400
O104755,02-01-2023,C0212,P001,S005,3,1200
O104756,05-05-2023,C0008,P003,S003,3,250
O104757,10-12-2023,C0275,P001,S001,6,1200
O104758,06-03-2023,C0129,P001,S005,2,1200
O104759,14-09-2023,C0486,P005,S001,2,150
O104760,07-08-2023,C0141,P008,S001,1,60
O104761,30-08-2023,C0116,P004,S004,1,400
O104762,06-03-2023,C0323,P005,S004,5,150
O104763,03-02-2023,C0027,P008,S004,1,60
O104764,13-03-2023,C0498,P004,S004,4,400
O104765,05-10-2023,C0127,P006,S002,4,120
O104766,12-06-2023,C0042,P002,S004,2,800
O104767,21-11-2023,C0357,P007,S004,3,30
O104768,25-08-2023,C0023,P008,S005,2,60
O104769,09-10-2023,C0357,P003,S002,4,250
O104770,01-07-2023,C0179,P006,S003,2,120
O104771,14-10-2023,C0318,P003,S001,3,250
O104772,27-04-2023,C0368,P006,S003,1,120
O104773,16-08-2023,C0014,P004,S003,1,400
O104774,13-06-2023,C0100,P005,S005,5,150
O104775,27-02-2023,C0425,P001,S002,3,1200
O104776,20-08-2023,C0331,P007,S003,1,30
O104777,14-02-2023,C0035,P008,S003,1,60
O104778,07-01-2023,C0321,P005,S001,3,150
O104779,27-05-2023,C0164,P001,S001,2,1200
O104780,16-10-2023,C0237,P002,S003,4,800
O104781,28-04-2023,C0328,P004,S003,3,400
O104782,13-04-2023,C0338,P006,S002,3,120
O104783,01-06-2023,C0237,P001,S002,5,1200
O104784,13-02-2023,C0079,P006,S001,3,120
O104785,27-09-2023,C0297,P005,S002,4,150
O104786,19-07-2023,C0400,P008,S003,3,60
O104787,21-05-2023,C0458,P005,S002,4,150
O104788,26-11-2023,C0400,P006,S004,8,120
O104789,21-05-2023,C0350,P006,S003,1,120
O104790,10-02-2023,C0008,P007,S001,1,30
O104791,10-08-2023,C0271,P007,S005,5,30
O104792,26-05-2023,C0428,P008,S001,1,60
O104793,31-10-2023,C0450,P001,S004,3,1200
O104794,27-12-2023,C0430,P001,S004,4,1200
O104795,30-03-2023,C0492,P008,S003,3,60
O104796,13-04-2023,C0495,P002,S005,4,800
O104797,10-09-2023,C0017,P002,S002,4,800
O104798,31-10-2023,C0212,P003,S004,3,250
O104799,10-02-2023,C0178,P002,S003,4,800
O104800,26-02-2023,C0442,P005,S001,4,150
O104801,06-06-2023,C0265,P008,S001,1,60
O104802,09-12-2023,C0353,P008,S004,6,60
O104803,19-12-2023,C0486,P005,S004,4,150
O104804,03-09-2023,C0486,P006,S004,4,120
O104805,28-02-2023,C0315,P001,S005,4,1200
O104806,20-04-2023,C0254,P008,S004,4,60
O104807,24-08-2023,C0224,P008,S003,3,60
O104808,07-06-2023,C0420,P007,S005,1,30
O104809,13-07-2023,C0475,P007,S002,3,30
O104810,05-08-2023,C0273,P001,S002,5,1200
O104811,27-11-2023,C0275,P004,S002,3,400
O104812,03-06-2023,C0119,P006,S004,4,120
O104813,11-02-2023,C0368,P003,S001,1,250
O104814,03-03-2023,C0497,P001,S001,5,1200
O104815,13-06-2023,C0426,P007,S001,3,30
O104816,08-09-2023,C0209,P008,S003,2,60
O104817,04-10-2023,C0379,P006,S002,5,120
O104818,28-07-2023,C0413,P004,S003,3,400
O104819,24-05-2023,C0328,P001,S002,1,1200
O104820,26-12-2023,C0214,P008,S002,3,60
O104821,25-03-2023,C0259,P004,S005,1,400
O104822,13-08-2023,C0435,P006,S002,4,120
O104823,10-07-2023,C0162,P002,S003,5,800
O104824,13-01-2023,C0303,P005,S004,4,150
O104825,21-11-2023,C0371,P001,S002,3,1200
O104826,10-11-2023,C0170,P007,S001,5,30
O104827,12-08-2023,C0189,P003,S004,1,250
O104828,30-11-2023,C0149,P007,S005,6,30
O104829,08-12-2023,C0264,P005,S002,6,150
O104830,08-06-2023,C0286,P008,S003,5,60
O104831,17-01-2023,C0089,P006,S005,4,120
O104832,16-09-2023,C0134,P006,S004,1,120
O104833,24-12-2023,C0090,P007,S003,4,30
O104834,31-05-2023,C0490,P002,S003,4,800
O104835,03-02-2023,C0078,P005,S001,3,150
O104836,25-09-2023,C0088,P004,S005,1,400
O104837,20-05-2023,C0413,P001,S005,5,1200
O104838,19-01-2023,C0261,P005,S005,4,150
O104839,22-03-2023,C0257,P005,S003,1,150
O104840,14-06-2023,C0359,P007,S005,2,30
O104841,02-11-2023,C0317,P003,S003,4,250
O104842,05-08-2023,C0472,P004,S004,4,400
O104843,04-01-2023,C0242,P002,S001,3,800
O104844,23-11-2023,C0276,P007,S005,6,30
O104845,07-12-2023,C0404,P002,S002,7,800
O104846,23-09-2023,C0054,P008,S003,1,60
O104847,06-06-2023,C0457,P008,S004,5,60
O104848,14-05-2023,C0358,P001,S001,3,1200
O104849,14-04-2023,C0433,P008,S001,2,60
O104850,16-11-2023,C0240,P008,S001,7,60
O104851,08-08-2023,C0114,P006,S005,4,120
O104852,04-02-2023,C0201,P005,S004,3,150
O104853,30-08-2023,C0257,P004,S004,1,400
O104854,12-02-2023,C0099,P008,S001,3,60
O104855,12-06-2023,C0205,P002,S004,2,800
O104856,24-03-2023,C0359,P002,S004,2,800
O104857,04-03-2023,C0342,P005,S001,5,150
O104858,07-08-2023,C0434,P005,S001,2,150
O104859,13-10-2023,C0240,P001,S003,4,1200
O104860,09-10-2023,C0225,P008,S003,4,60
O104861,05-01-2023,C0044,P005,S002,5,150
O104862,20-08-2023,C0097,P007,S005,2,30
O104863,02-02-2023,C0003,P002,S002,1,800
O104864,24-10-2023,C0073,P001,S001,3,1200
O104865,06-11-2023,C0320,P004,S005,7,400
O104866,07-11-2023,C0349,P002,S001,5,800
O104867,25-06-2023,C0282,P006,S003,5,120
O104868,14-06-2023,C0290,P002,S001,5,800
O104869,08-10-2023,C0258,P007,S005,2,30
O104870,05-04-2023,C0066,P006,S002,1,120
O104871,12-09-2023,C0410,P006,S004,4,120
O104872,31-05-2023,C0188,P005,S003,4,150
O104873,24-04-2023,C0192,P006,S005,4,120
O104874,24-09-2023,C0061,P005,S003,2,150
O104875,26-11-2023,C0186,P001,S003,7,1200
O104876,20-11-2023,C0110,P006,S003,8,120
O104877,06-10-2023,C0085,P006,S001,2,120
O104878,10-09-2023,C0153,P006,S004,3,120
O104879,11-05-2023,C0470,P007,S002,4,30
O104880,16-05-2023,C0026,P007,S002,4,30
O104881,20-03-2023,C0294,P001,S001,4,1200
O104882,07-12-2023,C0297,P001,S003,4,1200
O104883,07-05-2023,C0311,P003,S004,1,250
O104884,02-06-2023,C0338,P005,S004,5,150
O104885,17-11-2023,C0344,P008,S002,2,60
O104886,04-12-2023,C0218,P003,S003,3,250
O104887,02-10-2023,C0077,P002,S005,1,800
O104888,22-02-2023,C0021,P008,S003,3,60
O104889,19-05-2023,C0459,P003,S001,3,250
O104890,30-05-2023,C0406,P004,S001,1,400
O104891,06-10-2023,C0144,P007,S004,3,30
O104892,28-07-2023,C0249,P005,S003,1,150
O104893,15-06-2023,C0495,P006,S005,5,120
O104894,10-10-2023,C0332,P007,S004,2,30
O104895,04-10-2023,C0464,P004,S005,4,400
O104896,16-03-2023,C0020,P001,S003,3,1200
O104897,04-10-2023,C0177,P001,S005,3,1200
O104898,15-12-2023,C0033,P006,S005,4,120
O104899,24-03-2023,C0075,P004,S002,4,400
O104900,09-08-2023,C0051,P001,S003,4,1200
O104901,11-12-2023,C0487,P007,S005,4,30
O104902,13-11-2023,C0468,P006,S003,2,120
O104903,01-03-2023,C0006,P004,S004,2,400
O104904,10-03-2023,C0451,P002,S002,1,800
O104905,20-03-2023,C0071,P005,S003,1,150
O104906,13-07-2023,C0089,P002,S002,4,800
O104907,17-09-2023,C0404,P002,S001,5,800
O104908,08-07-2023,C0121,P007,S005,4,30
O104909,05-05-2023,C0061,P008,S001,2,60
O104910,23-11-2023,C0357,P008,S004,6,60
O104911,16-02-2023,C0191,P007,S002,4,30
O104912,24-11-2023,C0317,P002,S001,4,800
O104913,02-11-2023,C0083,P003,S005,5,250
O104914,30-05-2023,C0065,P001,S003,1,1200
O104915,29-05-2023,C0198,P005,S003,3,150
O104916,03-06-2023,C0205,P008,S001,4,60
O104917,21-10-2023,C0098,P001,S003,1,1200
O104918,14-01-2023,C0446,P008,S004,5,60
O104919,20-05-2023,C0105,P004,S003,2,400
O104920,06-01-2023,C0095,P001,S002,5,1200
O104921,23-06-2023,C0358,P003,S001,4,250
O104922,12-12-2023,C0211,P004,S004,6,400
O104923,02-12-2023,C0480,P004,S005,5,400
O104924,18-09-2023,C0472,P005,S003,1,150
O104925,06-08-2023,C0204,P007,S003,2,30
O104926,31-03-2023,C0140,P008,S004,3,60
O104927,18-08-2023,C0444,P008,S004,5,60
O104928,30-09-2023,C0114,P001,S004,5,1200
O104929,17-09-2023,C0053,P006,S005,5,120
O104930,03-10-2023,C0440,P004,S003,1,400
O104931,31-01-2023,C0011,P005,S001,2,150
O104932,27-12-2023,C0297,P005,S002,6,150
O104933,16-04-2023,C0319,P008,S001,4,60
O104934,18-07-2023,C0206,P004,S005,1,400
O104935,18-09-2023,C0314,P005,S002,2,150
O104936,23-03-2023,C0386,P007,S005,3,30
O104937,01-10-2023,C0298,P006,S003,1,120
O104938,06-11-2023,C0496,P001,S004,6,1200
O104939,02-12-2023,C0442,P006,S002,6,120
O104940,18-06-2023,C0167,P006,S002,2,120
O104941,20-06-2023,C0146,P007,S005,3,30
O104942,17-07-2023,C0340,P003,S005,3,250
O104943,10-10-2023,C0152,P003,S002,1,250
O104944,12-11-2023,C0394,P001,S002,5,1200
O104945,02-02-2023,C0205,P008,S001,3,60
O104946,22-12-2023,C0432,P004,S002,6,400
O104947,26-05-2023,C0086,P002,S005,4,800
O104948,26-03-2023,C0171,P006,S003,5,120
O104949,19-06-2023,C0210,P005,S003,2,150
O104950,22-04-2023,C0154,P001,S002,5,1200
O104951,21-12-2023,C0339,P008,S003,4,60
O104952,27-12-2023,C0018,P005,S005,6,150
O104953,27-10-2023,C0495,P001,S004,5,1200
O104954,24-02-2023,C0076,P001,S002,1,1200
O104955,09-04-2023,C0292,P001,S001,4,1200
O104956,16-04-2023,C0259,P007,S004,1,30
O104957,08-06-2023,C0014,P008,S001,2,60
O104958,27-07-2023,C0378,P006,S003,5,120
O104959,03-10-2023,C0177,P003,S001,2,250
O104960,06-06-2023,C0026,P003,S004,1,250
O104961,02-11-2023,C0268,P002,S001,4,800
O104962,08-12-2023,C0155,P004,S001,4,400
O104963,16-08-2023,C0446,P001,S005,4,1200
O104964,08-01-2023,C0343,P008,S004,1,60
O104965,24-03-2023,C0400,P008,S002,2,60
O104966,23-12-2023,C0194,P005,S005,6,150
O104967,19-11-2023,C0461,P008,S002,6,60
O104968,17-01-2023,C0178,P002,S005,3,800
O104969,28-07-2023,C0316,P003,S005,1,250
O104970,08-01-2023,C0186,P003,S001,2,250
O104971,23-03-2023,C0173,P001,S004,3,1200
O104972,13-09-2023,C0157,P004,S001,3,400
O104973,01-03-2023,C0182,P006,S004,5,120
O104974,11-03-2023,C0164,P007,S003,5,30
O104975,14-12-2023,C0144,P001,S005,6,1200
O104976,19-02-2023,C0379,P001,S001,2,1200
O104977,02-03-2023,C0129,P006,S005,3,120
O104978,20-12-2023,C0251,P004,S005,6,400
O104979,20-10-2023,C0227,P001,S003,1,1200
O104980,05-09-2023,C0103,P004,S004,4,400
O104981,07-04-2023,C0307,P001,S003,4,1200
O104982,28-11-2023,C0373,P006,S004,4,120
O104983,31-08-2023,C0448,P003,S001,4,250
O104984,10-06-2023,C0408,P002,S002,1,800
O104985,24-03-2023,C0321,P007,S001,2,30
O104986,01-10-2023,C0159,P007,S005,3,30
O104987,27-01-2023,C0297,P006,S004,1,120
O104988,08-05-2023,C0496,P004,S001,1,400
O104989,18-04-2023,C0307,P007,S004,5,30
O104990,15-12-2023,C0266,P005,S002,4,150
O104991,05-02-2023,C0240,P004,S005,1,400
O104992,21-02-2023,C0001,P002,S004,1,800
O104993,26-02-2023,C0222,P003,S001,2,250
O104994,02-12-2023,C0166,P003,S003,5,250
O104995,19-11-2023,C0161,P006,S004,4,120
O104996,07-01-2023,C0377,P008,S001,5,60
O104997,06-03-2023,C0037,P002,S002,3,800
O104998,21-05-2023,C0377,P007,S002,2,30
O104999,23-12-2023,C0077,P002,S003,6,800
O105000,25-08-2023,C0311,P005,S003,2,150
O105001,27-05-2023,C0451,P006,S002,5,120
O105002,28-10-2023,C0398,P008,S005,1,60
O105003,08-08-2023,C0327,P006,S003,2,120
O105004,08-03-2023,C0272,P002,S005,5,800
O105005,29-05-2023,C0373,P006,S004,2,120
O105006,14-11-2023,C0160,P006,S004,4,120
O105007,31-07-2023,C0316,P008,S005,3,60
O105008,18-02-2023,C0290,P003,S001,2,250
O105009,02-12-2023,C0112,P008,S005,8,60
O105010,15-07-2023,C0336,P006,S005,3,120
O105011,01-01-2023,C0452,P008,S004,1,60
O105012,01-12-2023,C0497,P006,S001,2,120
O105013,31-05-2023,C0160,P003,S002,3,250
O105014,11-11-2023,C0298,P003,S002,6,250
O105015,10-02-2023,C0416,P001,S002,1,1200
O105016,11-09-2023,C0120,P003,S005,1,250
O105017,06-11-2023,C0118,P004,S002,6,400
O105018,27-01-2023,C0174,P006,S001,5,120
O105019,03-07-2023,C0036,P002,S005,2,800
O105020,10-09-2023,C0148,P001,S003,2,1200
O105021,08-08-2023,C0249,P005,S003,1,150
O105022,02-06-2023,C0463,P007,S002,4,30
O105023,22-03-2023,C0047,P008,S005,5,60
O105024,04-12-2023,C0220,P001,S005,6,1200
O105025,25-07-2023,C0285,P005,S002,3,150
O105026,13-12-2023,C0232,P007,S005,6,30
O105027,14-09-2023,C0335,P006,S002,4,120
O105028,31-07-2023,C0345,P005,S002,1,150
O105029,20-02-2023,C0340,P005,S001,4,150
O105030,31-08-2023,C0500,P004,S003,1,400
O105031,27-08-2023,C0380,P006,S003,5,120
O105032,28-06-2023,C0124,P006,S002,3,120
O105033,13-01-2023,C0242,P003,S002,1,250
O105034,24-04-2023,C0463,P008,S002,1,60
O105035,23-05-2023,C0457,P006,S004,2,120
O105036,20-10-2023,C0228,P008,S003,2,60
O105037,27-08-2023,C0199,P003,S002,2,250
O105038,20-12-2023,C0209,P007,S004,4,30
O105039,07-12-2023,C0046,P002,S001,6,800
O105040,05-02-2023,C0037,P004,S002,3,400
O105041,08-06-2023,C0396,P005,S005,3,150
O105042,05-11-2023,C0039,P007,S004,3,30
O105043,20-12-2023,C0128,P005,S004,5,150
O105044,30-01-2023,C0468,P004,S004,3,400
O105045,14-02-2023,C0054,P008,S004,1,60
O105046,26-09-2023,C0217,P006,S001,2,120
O105047,09-07-2023,C0380,P005,S002,5,150
O105048,30-04-2023,C0429,P001,S002,5,1200
O105049,01-09-2023,C0304,P001,S002,2,1200
O105050,02-04-2023,C0281,P006,S004,5,120
O105051,19-03-2023,C0357,P005,S002,4,150
O105052,26-02-2023,C0186,P001,S005,1,1200
O105053,24-05-2023,C0280,P003,S004,4,250
O105054,17-08-2023,C0347,P002,S003,3,800
O105055,03-12-2023,C0262,P002,S003,5,800
O105056,06-06-2023,C0041,P003,S005,2,250
O105057,11-04-2023,C0400,P005,S002,1,150
O105058,25-09-2023,C0405,P006,S004,2,120
O105059,07-04-2023,C0334,P004,S002,1,400
O105060,28-06-2023,C0282,P004,S002,2,400
O105061,19-06-2023,C0463,P007,S005,2,30
O105062,01-06-2023,C0138,P006,S001,2,120
O105063,27-09-2023,C0278,P007,S002,3,30
O105064,16-01-2023,C0317,P001,S002,5,1200
O105065,12-06-2023,C0224,P008,S003,4,60
O105066,11-01-2023,C0056,P002,S001,3,800
O105067,09-09-2023,C0357,P005,S004,1,150
O105068,28-01-2023,C0428,P008,S001,4,60
O105069,31-03-2023,C0444,P008,S003,4,60
O105070,19-09-2023,C0488,P007,S003,5,30
O105071,19-12-2023,C0342,P005,S004,6,150
O105072,05-07-2023,C0188,P006,S005,3,120
O105073,16-08-2023,C0071,P003,S005,3,250
O105074,13-05-2023,C0001,P005,S002,5,150
O105075,20-06-2023,C0321,P008,S001,1,60
O105076,02-03-2023,C0315,P001,S004,2,1200
O105077,26-12-2023,C0445,P002,S005,7,800
O105078,26-01-2023,C0211,P003,S001,2,250
O105079,04-08-2023,C0201,P004,S005,2,400
O105080,07-07-2023,C0240,P003,S001,1,250
O105081,17-11-2023,C0020,P003,S004,3,250
O105082,23-11-2023,C0403,P002,S002,6,800
O105083,16-01-2023,C0216,P001,S002,1,1200
O105084,23-11-2023,C0298,P001,S004,4,1200
O105085,29-06-2023,C0406,P007,S004,4,30
O105086,29-07-2023,C0036,P008,S001,1,60
O105087,21-05-2023,C0384,P002,S001,2,800
O105088,26-09-2023,C0200,P003,S005,3,250
O105089,09-05-2023,C0495,P005,S001,2,150
O105090,24-08-2023,C0153,P006,S001,4,120
O105091,14-10-2023,C0305,P005,S002,2,150
O105092,22-09-2023,C0476,P005,S004,1,150
O105093,13-02-2023,C0447,P002,S003,3,800
O105094,05-02-2023,C0373,P001,S004,1,1200
O105095,22-12-2023,C0315,P006,S005,8,120
O105096,26-10-2023,C0467,P001,S002,4,1200
O105097,22-01-2023,C0360,P001,S001,5,1200
O105098,25-02-2023,C0444,P006,S005,1,120
O105099,07-11-2023,C0004,P004,S004,7,400
O105100,13-07-2023,C0176,P002,S003,1,800
O105101,06-08-2023,C0141,P004,S002,1,400
O105102,02-06-2023,C0243,P006,S002,2,120
O105103,30-10-2023,C0184,P001,S001,1,1200
O105104,14-11-2023,C0115,P002,S004,4,800
O105105,12-02-2023,C0099,P005,S004,4,150
O105106,11-06-2023,C0411,P002,S004,1,800
O105107,23-05-2023,C0198,P006,S002,5,120
O105108,24-02-2023,C0481,P002,S005,1,800
O105109,13-03-2023,C0432,P003,S001,4,250
O105110,09-12-2023,C0230,P005,S002,5,150
O105111,03-11-2023,C0480,P007,S004,4,30
O105112,01-06-2023,C0497,P004,S004,2,400
O105113,20-04-2023,C0448,P002,S005,5,800
O105114,13-11-2023,C0151,P006,S003,6,120
O105115,06-11-2023,C0321,P004,S004,3,400
O105116,18-10-2023,C0248,P003,S004,1,250
O105117,29-11-2023,C0473,P002,S002,3,800
O105118,29-04-2023,C0337,P004,S001,1,400
O105119,16-10-2023,C0116,P004,S004,3,400
O105120,30-12-2023,C0467,P003,S001,3,250
O105121,22-07-2023,C0119,P001,S003,4,1200
O105122,07-10-2023,C0434,P002,S001,1,800
O105123,05-10-2023,C0394,P003,S001,4,250
O105124,06-04-2023,C0275,P001,S005,3,1200
O105125,25-08-2023,C0171,P001,S003,2,1200
O105126,11-08-2023,C0227,P005,S001,3,150
O105127,13-09-2023,C0381,P008,S002,4,60
O105128,09-12-2023,C0116,P002,S004,3,800
O105129,14-07-2023,C0043,P003,S003,2,250
O105130,29-07-2023,C0343,P002,S002,1,800
O105131,15-12-2023,C0210,P006,S005,6,120
O105132,20-04-2023,C0217,P004,S002,2,400
O105133,27-05-2023,C0442,P001,S002,3,1200
O105134,15-09-2023,C0166,P004,S004,4,400
O105135,02-07-2023,C0238,P003,S001,3,250
O105136,25-12-2023,C0236,P004,S002,3,400
O105137,18-11-2023,C0340,P002,S002,7,800
O105138,08-06-2023,C0150,P004,S001,1,400
O105139,26-06-2023,C0394,P002,S001,4,800
O105140,27-01-2023,C0074,P003,S002,1,250
O105141,30-06-2023,C0279,P005,S005,4,150
O105142,05-05-2023,C0137,P001,S001,1,1200
O105143,05-05-2023,C0464,P007,S003,5,30
O105144,11-04-2023,C0397,P003,S005,1,250
O105145,20-09-2023,C0014,P006,S005,4,120
O105146,27-06-2023,C0362,P006,S005,4,120
O105147,11-05-2023,C0061,P002,S005,2,800
O105148,29-07-2023,C0474,P006,S004,1,120
O105149,17-03-2023,C0057,P007,S002,3,30
O105150,17-12-2023,C0399,P003,S002,3,250
O105151,17-07-2023,C0479,P008,S001,1,60
O105152,10-07-2023,C0075,P003,S005,2,250
O105153,09-10-2023,C0492,P004,S003,4,400
O105154,24-05-2023,C0097,P006,S002,1,120
O105155,01-05-2023,C0003,P007,S003,2,30
O105156,16-08-2023,C0281,P004,S005,3,400
O105157,18-03-2023,C0287,P003,S005,1,250
O105158,08-12-2023,C0046,P008,S005,3,60
O105159,17-03-2023,C0444,P003,S004,3,250
O105160,19-11-2023,C0312,P003,S005,5,250
O105161,14-08-2023,C0176,P007,S002,3,30
O105162,10-01-2023,C0262,P001,S001,4,1200
O105163,15-08-2023,C0287,P008,S001,5,60
O105164,24-06-2023,C0460,P005,S005,5,150
O105165,04-12-2023,C0286,P008,S004,5,60
O105166,06-02-2023,C0102,P005,S003,1,150
O105167,28-07-2023,C0315,P004,S004,3,400
O105168,09-11-2023,C0496,P005,S001,3,150
O105169,22-12-2023,C0074,P003,S004,5,250
O105170,20-12-2023,C0099,P003,S003,2,250
O105171,17-12-2023,C0130,P005,S001,5,150
